sid,from,to,date
53234,272,101,2009-02-03
53234,101,272,2009-03-11
53234,272,509,2009-09-08
53234,509,801,2009-09-18
53234,801,844,2011-09-06
53235,429,188,2008-09-04
53236,477,202,2003-09-08
53239,185,48,2005-09-06
53239,48,616,2009-09-08
53239,616,179,2010-01-13
53240,637,483,2003-01-22
53240,483,224,2003-01-28
53240,224,637,2003-09-08
53240,637,271,2003-10-15
53240,271,152,2004-01-29
53240,152,210,2005-04-06
53240,210,625,2007-05-08
53240,625,281,2008-09-04
53240,281,22,2011-09-06
53243,101,425,2010-09-07
53243,425,67,2010-09-20
53245,565,625,2004-09-07
53245,625,281,2009-09-08
53250,596,28,2002-09-05
53250,28,596,2004-10-21
53250,596,655,2006-09-07
53251,666,527,2003-09-08
53251,527,624,2005-11-15
53251,624,542,2006-11-21
53253,227,538,2004-09-07
53253,538,542,2004-11-17
53255,47,287,2002-10-02
53255,287,47,2004-09-09
53255,47,666,2004-10-01
53255,666,47,2005-08-30
53255,47,97,2005-09-23
53255,97,452,2005-11-09
53257,620,534,2004-09-07
53257,534,452,2005-09-06
53259,425,382,2004-10-19
53259,382,542,2005-09-06
53260,465,452,2005-09-06
53266,666,527,2003-09-08
53269,316,339,2006-09-07
53269,339,219,2008-09-04
53270,628,666,2002-09-05
53270,666,365,2003-09-08
53272,357,668,2006-09-07
53272,668,357,2008-09-04
53272,357,620,2011-09-06
53275,283,245,2007-09-10
53275,245,654,2007-12-05
53275,654,149,2009-09-08
53277,429,490,2004-09-07
53277,490,32,2007-09-10
53281,669,116,2004-09-07
53281,116,272,2006-02-23
53281,272,559,2006-09-07
53281,559,683,2008-02-05
53283,541,532,2002-09-05
53283,532,408,2005-09-06
53283,408,277,2008-09-04
53283,277,408,2009-01-15
53289,490,205,2002-09-05
53289,205,636,2006-09-07
53289,636,208,2006-11-17
53293,630,69,2002-09-05
53293,69,663,2005-09-06
53293,663,641,2008-09-04
53294,490,208,2005-09-06
53297,399,257,2003-09-08
53297,257,431,2006-09-11
53297,431,408,2006-12-15
53315,548,21,2003-09-08
53320,548,21,2006-09-07
53321,24,496,2011-09-06
53322,238,655,2007-09-10
53326,542,510,2002-01-07
53326,510,272,2002-11-21
53326,272,551,2003-09-08
53326,551,510,2004-09-07
53326,510,542,2005-09-26
53326,542,681,2008-02-11
53327,452,680,2009-11-06
53330,594,202,2002-09-05
53330,202,551,2005-01-20
53330,551,542,2006-02-01
53330,542,452,2006-09-07
53336,160,353,2006-09-07
53336,353,372,2006-10-16
53344,624,534,2003-01-03
53347,176,272,2005-05-17
53347,272,598,2007-01-17
53347,598,431,2009-09-08
53356,465,503,2002-09-05
53356,503,542,2004-09-07
53356,542,162,2006-10-04
53356,162,205,2007-09-05
53359,241,60,2002-04-03
53359,60,575,2002-05-17
53359,575,241,2002-09-05
53359,241,539,2002-10-03
53361,637,162,2002-09-05
53364,81,162,2005-09-06
53365,315,574,2006-09-07
53368,201,37,2001-11-27
53368,37,637,2005-09-06
53368,637,162,2010-09-07
53370,398,262,2008-09-04
53373,43,518,2002-03-19
53373,518,43,2003-09-08
53373,43,393,2004-09-07
53373,393,551,2006-03-06
53373,551,155,2007-10-11
53375,625,637,2004-01-07
53377,57,342,2004-09-07
53377,342,398,2005-09-06
53377,398,32,2008-09-04
53377,32,208,2009-03-16
53379,574,116,2002-09-05
53379,116,535,2004-09-09
53379,535,382,2005-04-19
53379,382,676,2007-11-26
53381,148,598,2002-09-05
53381,598,19,2005-09-06
53384,518,309,2006-09-07
53384,309,500,2007-09-10
53384,500,393,2009-04-01
53384,393,155,2009-09-08
53387,24,496,2011-09-06
53395,328,353,2002-09-05
53395,353,391,2003-09-08
53395,391,21,2006-09-07
53401,668,620,2002-09-05
53401,620,21,2006-09-07
53404,152,668,2002-09-05
53404,668,620,2004-09-07
53404,620,303,2008-09-04
53407,641,21,2002-03-19
53412,362,409,2004-09-07
53412,409,602,2009-09-08
53412,602,409,2011-09-06
53416,341,253,2003-09-19
53418,253,619,2002-11-04
53418,619,253,2003-09-08
53420,409,37,2007-09-18
53446,210,281,2002-09-05
53446,281,500,2002-11-22
53447,229,580,2002-10-10
53447,580,299,2005-09-06
53447,299,500,2006-09-07
53447,500,381,2006-10-23
53447,381,500,2007-02-27
53447,500,44,2008-09-04
53447,44,387,2010-09-07
53451,408,162,2002-09-05
53454,275,574,2003-09-08
53465,466,334,2010-09-07
53468,466,205,2010-09-07
53471,366,570,2006-03-21
53471,570,188,2006-09-11
53471,188,177,2006-11-21
53471,177,248,2007-02-08
53471,248,503,2008-09-04
53471,503,398,2009-02-03
53471,398,490,2009-02-04
53471,490,663,2009-09-08
53471,663,490,2010-03-23
53471,490,262,2010-09-07
53471,262,162,2011-04-15
53471,162,572,2011-09-06
53472,63,202,2001-10-02
53478,275,202,2002-09-05
53480,147,37,2002-01-23
53480,37,248,2006-09-07
53480,248,67,2009-09-08
53482,668,248,2006-03-09
53482,248,97,2007-11-21
53482,97,453,2010-09-07
53486,437,37,2004-09-07
53487,37,248,2008-09-04
53491,137,353,2010-09-07
53495,598,431,2003-09-08
53495,431,21,2005-09-06
53498,238,624,2010-09-07
53505,405,358,2003-09-08
53505,358,391,2004-09-07
53505,391,21,2006-09-07
53507,668,620,2005-09-06
53507,620,574,2009-09-08
53518,217,47,2008-08-18
53518,47,202,2008-09-09
53518,202,123,2009-12-04
53520,362,518,2004-09-07
53520,518,540,2004-10-05
53520,540,435,2009-09-08
53524,152,367,2007-09-10
53524,367,162,2008-09-09
53526,287,69,2002-09-23
53526,69,272,2003-09-08
53526,272,162,2004-09-07
53526,162,389,2006-11-21
53527,357,152,2006-09-07
53527,152,655,2010-09-07
53531,669,466,2002-03-15
53531,466,7,2002-05-21
53531,7,587,2003-09-10
53531,587,446,2003-12-03
53531,446,152,2004-01-13
53531,152,452,2009-09-09
53531,452,453,2011-03-01
53532,210,146,2005-01-11
53532,146,0,2005-01-20
53532,0,345,2005-09-06
53532,345,423,2007-09-10
53532,423,551,2009-04-03
53532,551,807,2009-09-08
53534,260,37,2006-09-07
53534,37,668,2008-09-04
53534,668,357,2009-09-08
53534,357,465,2011-09-06
53535,518,37,2005-09-22
53535,37,188,2009-09-08
53543,37,248,2007-09-10
53544,357,15,2002-03-11
53544,15,37,2002-09-09
53548,593,393,2005-09-06
53548,393,155,2007-09-10
53548,155,179,2008-09-15
53548,179,155,2008-10-29
53548,155,272,2009-03-25
53548,272,25,2009-09-08
53549,44,207,2003-09-25
53549,207,277,2007-09-10
53549,277,537,2007-12-06
53549,537,155,2009-09-15
53549,155,47,2011-04-25
53555,229,466,2002-09-05
53556,557,148,2002-09-05
53556,148,300,2004-09-07
53556,300,466,2005-10-07
53556,466,205,2008-09-04
53560,466,505,2009-09-08
53562,339,147,2002-09-05
53562,147,214,2004-09-07
53562,214,466,2006-09-07
53562,466,214,2007-09-10
53562,214,521,2010-09-07
53565,210,580,2004-10-18
53577,625,386,2002-09-05
53577,386,112,2003-09-08
53579,175,429,2003-01-29
53579,429,490,2004-09-07
53579,490,398,2008-02-27
53579,398,671,2008-09-04
53581,315,465,2008-03-27
53581,465,379,2010-09-07
53581,379,67,2010-09-28
53583,429,219,2002-09-05
53583,219,315,2006-09-07
53583,315,343,2007-09-10
53583,343,67,2011-09-06
53586,629,59,2010-09-07
53588,658,210,2004-10-15
53588,210,658,2005-01-20
53588,658,199,2005-09-06
53588,199,624,2009-09-08
53590,204,199,2004-01-08
53590,199,554,2005-11-16
53590,554,547,2006-01-13
53590,547,15,2006-02-07
53590,15,501,2006-09-07
53590,501,15,2008-09-04
53590,15,283,2009-09-08
53593,315,617,2009-09-08
53593,617,594,2011-02-08
53601,519,554,2007-09-10
53609,433,377,2007-09-10
53609,377,59,2007-11-20
53613,549,425,2002-09-05
53619,594,286,2004-09-15
53619,286,435,2009-10-26
53619,435,509,2010-01-22
53621,183,655,2007-09-10
53623,404,182,2006-09-07
53623,182,503,2007-09-10
53623,503,637,2008-03-25
53623,637,93,2011-09-06
53627,286,597,2009-09-18
53632,175,671,2007-09-10
53635,219,67,2009-09-08
53642,556,217,2004-09-07
53642,217,554,2005-12-01
53642,554,103,2006-09-11
53642,103,60,2006-10-13
53642,60,537,2008-09-04
53662,250,152,2005-12-06
53662,152,250,2009-09-08
53663,45,33,2005-09-06
53673,176,441,2004-10-01
53673,441,611,2005-04-27
53673,611,60,2005-09-06
53673,60,309,2006-02-22
53673,309,199,2006-09-07
53673,199,241,2007-05-02
53673,241,658,2007-09-20
53673,658,540,2008-01-29
53673,540,541,2009-09-08
53673,541,3,2010-09-07
53675,335,503,2007-10-11
53675,503,669,2008-09-04
53675,669,335,2008-11-13
53682,423,19,2004-09-07
53683,212,309,2006-09-07
53684,446,19,2004-09-07
53688,309,500,2007-10-15
53688,500,551,2007-11-01
53688,551,408,2008-09-04
53690,372,557,2002-03-19
53693,350,667,2009-11-09
53695,245,210,2005-03-08
53695,210,518,2005-09-09
53695,518,628,2008-09-04
53695,628,63,2009-09-08
53696,658,594,2010-09-15
53700,611,366,2004-05-05
53700,366,189,2004-09-07
53700,189,179,2008-01-10
53700,179,682,2011-10-18
53710,359,391,2004-09-07
53710,391,81,2007-09-10
53712,366,300,2001-10-19
53712,300,429,2002-09-05
53712,429,359,2003-01-16
53712,359,184,2003-12-05
53712,184,358,2006-09-07
53712,358,686,2008-09-04
53713,540,315,2002-09-05
53713,315,210,2003-09-08
53713,210,224,2004-04-15
53713,224,551,2008-02-27
53713,551,453,2009-09-08
53713,453,47,2010-12-06
53713,47,790,2011-01-19
53713,790,825,2011-09-06
53715,44,565,2003-02-06
53715,565,628,2006-09-07
53715,628,667,2007-10-02
53715,667,408,2009-09-08
53718,358,81,2007-09-10
53719,628,666,2007-09-18
53726,658,501,2007-09-10
53726,501,516,2009-09-08
53727,195,658,2005-09-06
53727,658,210,2008-09-08
53727,210,652,2009-09-08
53727,652,556,2010-01-07
53727,556,235,2010-10-21
53749,309,436,2004-09-24
53749,436,437,2005-10-19
53749,437,377,2005-11-01
53749,377,625,2005-11-29
53749,625,245,2005-12-20
53749,245,522,2006-09-07
53749,522,245,2006-12-14
53749,245,148,2007-09-10
53749,148,658,2008-01-02
53749,658,148,2009-01-30
53749,148,152,2009-09-08
53753,595,255,2004-01-07
53753,255,46,2004-03-09
53762,335,372,2002-11-21
53762,372,157,2003-01-08
53765,125,266,2003-09-30
53765,266,316,2004-09-07
53770,227,542,2002-09-05
53770,542,155,2002-11-18
53770,155,542,2004-09-09
53771,594,509,2003-10-22
53771,509,47,2005-08-30
53771,47,97,2005-09-08
53771,97,452,2005-10-21
53772,534,452,2005-09-06
53773,15,542,2006-09-07
53775,227,542,2002-09-05
53779,367,272,2002-09-13
53779,272,542,2003-09-08
53782,149,204,2004-01-14
53782,204,542,2004-09-07
53783,649,253,2002-09-05
53783,253,542,2006-02-21
53785,580,483,2009-09-08
53785,483,628,2010-09-07
53785,628,93,2011-04-14
53789,207,438,2003-10-01
53789,438,551,2008-04-14
53789,551,63,2009-09-16
53789,63,551,2010-04-05
53789,551,802,2010-09-07
53791,0,55,2004-09-07
53807,0,448,2003-09-15
53807,448,444,2009-08-25
53807,444,448,2010-03-17
53807,448,335,2010-04-19
53807,335,183,2011-03-14
53813,266,37,2005-09-06
53813,37,563,2005-09-15
53813,563,37,2005-09-27
53813,37,563,2005-11-10
53813,563,446,2007-01-08
53820,551,253,2001-09-11
53821,203,253,2002-09-05
53823,409,139,2007-09-10
53826,174,619,2008-09-04
53830,628,438,2002-09-05
53830,438,628,2004-09-07
53833,250,94,2005-09-06
53833,94,81,2007-09-10
53837,366,199,2006-01-24
53837,199,563,2006-11-28
53837,563,398,2008-09-04
53837,398,16,2010-09-01
53837,16,490,2011-03-01
53837,490,25,2012-03-16
53839,0,563,2005-09-13
53839,563,42,2009-09-08
53839,42,563,2010-12-14
53843,437,563,2003-09-08
53843,563,257,2010-08-23
53843,257,205,2011-09-06
53845,286,3,2004-09-07
53845,3,230,2005-03-10
53845,230,527,2008-09-04
53846,230,20,2009-09-08
53847,220,157,2007-09-19
53851,230,162,2011-09-26
53858,425,551,2003-03-04
53861,245,72,2004-03-19
53861,72,63,2005-09-06
53861,63,666,2006-09-07
53861,666,551,2007-01-26
53861,551,47,2009-02-09
53861,47,681,2009-02-26
53865,554,637,2006-09-07
53865,637,503,2008-09-04
53875,92,141,2006-09-13
53875,141,296,2007-09-10
53881,238,332,2008-12-08
53888,565,44,2008-10-15
53890,565,456,2009-09-08
53892,37,182,2003-09-08
53892,182,219,2003-10-27
53892,219,67,2007-09-10
53892,67,262,2007-11-09
53894,245,372,2004-09-07
53894,372,456,2005-01-12
53894,456,387,2006-02-16
53895,565,668,2007-10-10
53895,668,357,2008-09-04
53895,357,232,2009-09-08
53895,232,257,2011-09-06
53905,585,44,2003-10-28
53905,44,500,2006-09-07
53905,500,408,2007-09-10
53905,408,807,2009-10-26
53905,807,802,2010-11-22
53905,802,807,2010-11-24
53905,807,25,2010-12-07
53909,437,490,2002-09-05
53909,490,381,2005-01-03
53909,381,542,2006-09-07
53911,131,641,2002-09-05
53914,503,630,2003-03-18
53914,630,131,2003-09-08
53914,131,641,2006-09-07
53921,317,210,2007-09-19
53921,210,556,2009-09-08
53924,641,155,2002-09-05
53924,155,641,2003-09-08
53926,180,162,2002-09-05
53926,162,641,2003-09-08
53928,45,438,2007-01-03
53928,438,12,2010-09-07
53931,271,468,2004-09-07
53931,468,257,2005-10-25
53931,257,520,2006-10-06
53931,520,152,2006-10-12
53931,152,520,2006-11-08
53931,520,468,2007-01-04
53931,468,431,2007-09-10
53938,250,162,2004-09-07
53942,214,503,2004-09-07
53942,503,50,2010-09-01
53942,50,377,2010-11-22
53942,377,169,2011-09-07
53942,169,377,2012-01-30
53943,503,21,2009-09-08
53948,637,574,2004-09-07
53955,501,188,2004-09-07
53955,188,66,2007-09-10
53961,399,257,2007-09-10
53961,257,431,2009-09-08
53962,385,542,2003-09-08
53962,542,641,2004-09-07
53962,641,624,2006-09-07
53965,546,513,2006-09-14
53967,513,65,2007-10-09
53967,65,70,2007-12-05
53967,70,66,2008-09-04
53972,203,652,2009-09-08
53972,652,527,2010-09-07
53977,232,243,2011-09-06
53978,625,157,2002-10-11
53978,157,281,2003-09-08
53978,281,666,2007-09-10
53983,135,148,2003-09-18
53985,37,188,2007-09-10
53985,188,48,2007-09-11
53985,48,541,2007-11-14
53985,541,503,2008-09-04
53985,503,172,2008-09-08
53985,172,405,2009-01-28
53985,405,609,2009-09-08
53985,609,303,2011-09-06
53988,154,580,2003-09-08
53988,580,281,2005-09-06
53988,281,527,2009-09-08
53989,232,257,2010-09-07
53992,88,559,2008-02-12
53992,559,836,2010-09-07
54002,503,21,2005-09-06
54007,437,245,2001-09-11
54007,245,441,2002-03-01
54007,441,245,2002-09-05
54007,245,315,2002-09-13
54007,315,554,2003-09-08
54007,554,563,2005-01-06
54007,563,663,2006-09-07
54007,663,272,2006-11-06
54007,272,479,2010-11-10
54009,503,272,2002-10-28
54009,272,47,2006-09-11
54009,47,272,2006-10-12
54013,413,358,2003-09-08
54013,358,272,2007-05-16
54013,272,509,2007-10-04
54013,509,671,2009-09-08
54036,2,256,2004-09-07
54039,575,387,2004-09-07
54039,387,256,2006-09-07
54041,65,793,2011-01-24
54041,793,479,2011-09-06
54044,548,256,2002-09-05
54048,398,671,2003-09-08
54048,671,221,2003-09-23
54048,221,32,2004-09-07
54051,228,256,2003-09-08
54066,547,604,2004-09-07
54066,604,3,2005-04-28
54066,3,286,2005-09-06
54066,286,3,2006-09-07
54066,3,624,2007-09-10
54066,624,272,2009-01-07
54066,272,807,2009-09-08
54066,807,624,2010-02-01
54066,624,677,2010-10-15
54070,244,20,2003-02-21
54074,2,20,2005-09-06
54075,602,296,2001-10-02
54075,296,391,2007-09-10
54075,391,490,2008-12-09
54075,490,32,2009-09-08
54075,32,162,2011-11-30
54078,294,409,2010-09-07
54078,409,451,2011-09-06
54084,668,381,2005-09-06
54087,271,146,2005-01-13
54087,146,147,2005-05-03
54087,147,663,2007-09-10
54087,663,20,2009-09-08
54087,20,116,2009-12-11
54089,205,825,2009-09-08
54089,825,205,2010-09-21
54090,381,425,2008-09-04
54092,381,547,2002-09-05
54092,547,381,2002-12-18
54092,381,425,2008-09-04
54108,237,437,2004-03-11
54108,437,103,2005-09-06
54108,103,345,2009-05-13
54108,345,25,2009-09-08
54108,25,545,2010-09-07
54110,398,465,2003-09-08
54110,465,534,2004-09-07
54110,534,97,2005-09-06
54111,399,620,2002-09-26
54111,620,97,2005-09-06
54111,97,680,2009-09-08
54113,633,519,2006-11-03
54113,519,456,2007-09-10
54115,307,352,2005-09-09
54116,625,281,2007-09-10
54116,281,47,2011-01-18
54116,47,802,2011-02-14
54118,281,609,2002-09-05
54118,609,655,2005-09-06
54123,299,549,2007-09-10
54123,549,63,2010-09-07
54125,233,365,2010-09-07
54129,585,83,2006-09-07
54129,83,233,2007-01-09
54129,233,309,2007-09-10
54129,309,456,2009-01-28
54133,286,3,2005-09-06
54133,3,296,2006-09-20
54133,296,359,2008-09-08
54133,359,548,2008-09-10
54134,548,296,2006-09-07
54134,296,391,2009-09-08
54134,391,81,2011-09-06
54136,438,233,2004-09-07
54136,233,666,2010-09-07
54142,338,295,2002-12-02
54142,295,229,2005-09-06
54142,229,545,2008-09-04
54142,545,619,2011-09-06
54155,387,309,2004-03-09
54155,309,500,2005-09-06
54155,500,575,2007-11-29
54155,575,63,2008-09-04
54155,63,777,2009-01-12
54155,777,624,2011-03-28
54161,625,281,2007-09-10
54165,259,366,2006-09-07
54165,366,490,2010-09-07
54166,625,281,2008-09-04
54166,281,414,2011-09-06
54167,563,316,2004-09-07
54167,316,366,2006-09-07
54167,366,219,2007-09-10
54167,219,490,2008-11-12
54167,490,225,2011-09-06
54168,2,655,2004-09-07
54169,468,520,2003-03-28
54169,520,48,2004-09-07
54169,48,624,2005-09-06
54169,624,453,2006-03-01
54172,372,170,2006-09-07
54173,503,366,2007-02-07
54173,366,188,2009-09-08
54179,0,157,2004-09-07
54179,157,342,2009-09-08
54185,431,624,2001-12-14
54187,431,20,2004-10-19
54187,20,431,2004-11-02
54187,431,624,2006-03-28
54190,209,188,2003-09-08
54202,376,194,2002-09-05
54202,194,20,2004-09-07
54204,549,3,2001-09-11
54204,3,509,2004-05-24
54204,509,25,2004-09-07
54204,25,272,2004-09-24
54206,70,272,2003-10-08
54208,668,620,2004-09-07
54208,620,272,2005-12-08
54208,272,152,2007-09-10
54208,152,452,2008-09-04
54210,490,272,2002-09-05
54210,272,676,2007-09-19
54211,500,281,2002-11-12
54211,281,197,2003-09-08
54211,197,525,2003-11-20
54211,525,666,2004-09-07
54211,666,123,2004-09-09
54211,123,272,2004-12-03
54211,272,551,2004-12-10
54211,551,272,2006-11-10
54212,468,641,2002-09-05
54212,641,431,2002-10-03
54212,431,272,2005-10-28
54229,253,619,2002-11-20
54237,649,619,2004-09-09
54242,387,669,2003-12-09
54244,550,609,2008-09-04
54244,609,503,2009-09-08
54244,503,333,2011-09-06
54249,180,162,2003-09-08
54249,162,0,2004-09-09
54249,0,572,2005-09-06
54251,304,157,2002-09-05
54252,385,425,2004-09-07
54253,205,572,2007-01-29
54257,157,372,2007-09-25
54260,519,554,2007-09-10
54260,554,596,2009-02-18
54260,596,237,2011-09-06
54263,248,97,2005-09-15
54266,537,97,2006-02-17
54289,69,669,2002-09-05
54289,669,655,2004-09-07
54289,655,21,2006-09-07
54290,391,21,2004-09-07
54292,503,21,2004-09-07
54293,271,332,2007-09-10
54293,332,516,2009-09-08
54294,548,629,2007-10-09
54295,628,22,2005-09-06
54297,253,123,2006-12-19
54297,123,679,2011-01-04
54298,281,666,2002-09-05
54298,666,674,2008-02-07
54299,101,343,2002-09-05
54299,343,173,2006-09-07
54299,173,67,2006-09-11
54300,3,271,2006-09-20
54300,271,632,2009-10-27
54301,620,221,2003-09-08
54301,221,225,2005-09-06
54301,225,202,2006-01-03
54301,202,67,2006-09-07
54303,205,67,2004-04-21
54305,548,67,2005-09-06
54306,599,123,2005-09-06
54309,477,549,2001-09-11
54309,549,477,2002-09-05
54309,477,202,2003-09-08
54309,202,139,2006-09-12
54309,139,123,2006-10-18
54311,666,382,2002-09-23
54311,382,666,2002-11-18
54312,281,666,2002-09-05
54312,666,453,2005-11-29
54312,453,47,2006-09-12
54312,47,666,2006-09-27
54313,235,67,2006-09-07
54316,101,42,2003-09-08
54316,42,357,2003-10-14
54316,357,180,2007-01-12
54316,180,205,2011-09-07
54317,188,81,2006-09-07
54320,7,180,2004-09-07
54320,180,302,2008-09-04
54322,93,45,2007-03-30
54324,596,179,2003-09-08
54324,179,537,2005-09-06
54324,537,202,2008-09-04
54324,202,828,2009-09-23
54326,316,7,2004-05-03
54327,574,509,2002-12-10
54333,391,81,2004-09-07
54340,165,21,2002-09-05
54341,520,21,2004-09-07
54341,21,679,2008-02-12
54341,679,21,2008-09-29
54341,21,679,2008-12-02
54345,391,21,2004-09-07
54345,21,636,2007-09-05
54345,636,641,2007-12-21
54350,637,668,2002-01-16
54350,668,620,2002-09-05
54352,398,272,2003-09-23
54353,604,624,2004-02-03
54353,624,272,2004-04-14
54358,209,391,2011-09-06
54360,217,179,2004-09-07
54360,179,139,2007-09-10
54360,139,179,2010-09-15
54361,94,302,2002-09-05
54363,161,179,2006-09-07
54363,179,20,2007-09-10
54364,563,201,2004-09-07
54365,604,244,2002-09-05
54372,563,435,2002-09-05
54373,658,520,2003-09-08
54373,520,244,2006-09-07
54374,593,444,2005-09-06
54374,444,179,2006-02-15
54374,179,241,2007-09-10
54374,241,116,2008-12-10
54379,629,641,2006-09-08
54379,641,272,2007-03-01
54384,179,139,2002-09-05
54384,139,272,2002-12-10
54384,272,139,2003-10-14
54384,139,272,2005-03-16
54385,139,272,2004-02-20
54386,305,542,2003-09-08
54386,542,272,2006-09-07
54390,465,272,2003-09-10
54391,94,358,2001-10-01
54391,358,21,2002-09-05
54403,277,63,2004-09-22
54406,549,63,2004-09-07
54410,425,63,2003-02-05
54411,549,63,2003-09-08
54412,245,72,2002-09-05
54412,72,63,2004-09-07
54412,63,277,2006-10-03
54413,570,343,2002-09-05
54415,456,422,2002-09-05
54415,422,146,2005-09-06
54415,146,422,2008-09-04
54415,422,541,2008-11-10
54415,541,619,2009-09-08
54416,549,63,2004-09-07
54417,357,359,2002-09-05
54417,359,391,2003-09-08
54417,391,620,2003-12-16
54417,620,496,2005-09-06
54417,496,620,2005-11-22
54417,620,97,2006-09-07
54426,61,372,2002-09-25
54427,139,534,2002-09-05
54427,534,97,2005-09-06
54429,629,496,2006-09-07
54429,496,641,2009-09-08
54430,629,496,2006-09-07
54430,496,81,2009-09-08
54435,629,496,2004-09-07
54435,496,641,2007-09-10
54436,496,641,2007-09-10
54444,462,355,2004-05-10
54444,355,598,2006-03-14
54444,598,431,2007-09-10
54444,431,272,2008-05-15
54444,272,25,2008-05-16
54444,25,431,2009-09-09
54444,431,155,2009-09-18
54453,386,497,2008-09-04
54453,497,12,2010-09-07
54455,148,598,2002-09-05
54458,162,534,2002-01-10
54459,166,157,2007-09-10
54459,157,625,2011-09-06
54460,520,21,2003-09-08
54462,69,21,2005-09-06
54466,669,21,2003-09-08
54467,391,21,2003-09-08
54467,21,679,2007-09-10
54467,679,676,2009-04-21
54467,676,679,2009-11-24
54468,141,316,2007-09-10
54468,316,250,2009-12-03
54468,250,357,2011-09-06
54476,180,21,2006-09-07
54481,628,525,2002-09-12
54481,525,277,2003-10-22
54482,542,408,2002-10-24
54482,408,63,2005-09-12
54483,630,300,2003-09-17
54483,300,605,2003-12-08
54483,605,630,2004-09-07
54487,15,343,2002-10-15
54488,624,63,2005-10-03
54495,201,343,2002-09-05
54495,343,208,2007-12-07
54495,208,559,2008-05-12
54498,575,435,2008-12-10
54498,435,309,2011-12-14
54499,235,42,2003-09-08
54499,42,609,2008-09-04
54499,609,574,2011-09-06
54500,448,658,2008-09-24
54504,232,257,2008-09-04
54504,257,116,2011-09-06
54506,174,12,2010-09-07
54507,199,328,2003-09-08
54507,328,658,2006-09-07
54507,658,628,2007-01-30
54507,628,520,2007-11-30
54507,520,516,2007-12-04
54507,516,624,2009-09-08
54508,405,358,2005-09-06
54509,446,391,2007-02-21
54510,209,391,2006-09-07
54510,391,81,2009-09-08
54511,628,452,2008-10-14
54511,452,680,2008-12-02
54512,315,391,2007-01-03
54512,391,21,2007-09-10
54513,637,391,2002-04-18
54516,413,209,2002-11-12
54516,209,391,2005-09-06
54516,391,21,2008-09-04
54518,580,157,2001-10-11
54518,157,628,2004-09-07
54518,628,527,2008-09-04
54539,430,503,2006-10-05
54539,503,575,2007-01-17
54539,575,46,2007-04-26
54539,46,575,2008-11-12
54545,573,100,2009-09-08
54548,228,483,2007-11-08
54549,125,42,2005-09-06
54549,42,465,2011-09-06
54552,42,609,2008-09-04
54568,386,259,2003-01-09
54568,259,637,2003-02-12
54569,37,593,2005-12-16
54569,593,563,2008-09-18
54569,563,217,2011-09-22
54570,157,628,2003-09-08
54570,628,551,2006-04-27
54570,551,25,2008-01-11
54570,25,47,2010-01-13
54578,0,434,2004-09-20
54578,434,483,2006-09-07
54578,483,541,2009-09-08
54581,332,194,2003-09-08
54584,3,194,2003-09-08
54586,83,483,2003-09-08
54586,483,541,2008-09-04
54586,541,25,2010-02-01
54601,309,210,2002-09-05
54601,210,500,2005-09-06
54601,500,408,2008-09-04
54606,197,431,2003-09-08
54607,277,510,2006-09-07
54609,20,47,2009-05-27
54611,547,604,2002-09-05
54611,604,624,2005-09-06
54611,624,20,2007-03-07
54612,422,575,2002-09-05
54612,575,149,2007-03-29
54612,149,500,2008-02-14
54612,500,490,2008-09-04
54612,490,32,2009-09-08
54613,316,207,2001-11-13
54613,207,316,2002-09-09
54613,316,339,2003-12-11
54613,339,286,2004-04-15
54613,286,3,2004-09-07
54613,3,490,2009-01-15
54613,490,671,2009-09-08
54613,671,452,2009-11-25
54613,452,803,2011-03-01
54616,496,367,2004-09-07
54618,149,501,2007-09-10
54620,376,20,2003-11-12
54621,667,367,2004-09-07
54625,548,367,2003-09-08
54632,359,391,2002-09-05
54632,391,100,2005-09-06
54637,554,177,2002-10-07
54637,177,225,2009-09-08
54643,355,611,2006-10-10
54643,611,503,2008-09-08
54643,503,257,2011-09-06
54644,184,205,2009-03-06
54649,259,801,2010-09-07
54649,801,844,2011-09-06
54652,359,496,2004-09-07
54652,496,641,2007-09-10
54658,629,496,2003-09-08
54661,257,425,2003-09-08
54663,465,670,2003-09-08
54663,670,116,2004-01-13
54663,116,0,2005-05-06
54663,0,572,2005-09-06
54665,598,20,2002-09-05
54665,20,572,2006-09-07
54674,466,205,2007-09-10
54674,205,21,2007-09-19
54674,21,572,2008-09-04
54674,572,21,2008-10-24
54674,21,825,2009-09-10
54694,429,490,2009-09-08
54695,429,100,2011-09-06
54696,597,468,2003-09-08
54696,468,172,2004-03-11
54696,172,202,2006-09-07
54698,429,580,2003-05-27
54698,580,429,2003-09-10
54698,429,116,2010-09-07
54704,663,379,2006-09-07
54705,177,248,2006-09-07
54705,248,67,2007-09-10
54708,196,429,2005-09-06
54709,441,70,2008-09-04
54710,305,379,2005-09-06
54712,438,436,2002-09-05
54712,436,379,2006-09-07
54714,500,408,2002-09-05
54714,408,47,2005-08-30
54714,47,287,2005-09-21
54714,287,63,2006-09-18
54714,63,287,2006-09-29
54716,598,72,2002-09-18
54716,72,431,2003-09-08
54716,431,63,2006-02-27
54716,63,431,2006-09-07
54716,431,681,2009-02-06
54718,406,431,2004-09-07
54720,625,632,2005-09-06
54720,632,658,2007-10-05
54720,658,236,2007-11-30
54720,236,146,2007-12-11
54720,146,658,2008-02-12
