sid,from,to,date
76478,431,559,2007-09-24
76478,559,431,2008-09-12
76478,431,479,2009-01-16
76479,542,431,2002-01-14
76481,60,185,2001-10-17
76481,185,48,2002-09-05
76481,48,197,2003-09-08
76481,197,468,2004-11-09
76481,468,431,2006-09-07
76482,624,287,2001-11-09
76482,287,431,2002-09-05
76485,525,47,2002-11-05
76485,47,287,2002-11-12
76485,287,510,2003-12-12
76486,60,179,2002-09-05
76486,179,232,2002-09-09
76486,232,257,2003-09-08
76489,207,585,2006-09-07
76489,585,154,2007-09-10
76489,154,245,2008-09-10
76490,155,510,2003-09-29
76491,271,468,2002-09-05
76491,468,431,2005-09-06
76495,425,408,2003-12-04
76501,60,179,2005-09-06
76505,45,525,2002-09-05
76505,525,179,2005-09-06
76506,594,28,2006-01-04
76506,28,302,2006-09-07
76511,339,101,2001-11-16
76511,101,152,2002-09-24
76511,152,343,2004-12-07
76511,343,67,2007-09-10
76511,67,21,2009-09-30
76511,21,67,2010-01-21
76513,228,503,2002-10-24
76513,503,630,2002-10-28
76513,630,503,2007-09-10
76513,503,172,2007-09-12
76513,172,490,2008-09-04
76513,490,262,2009-09-08
76515,214,630,2005-02-16
76515,630,560,2009-09-09
76521,605,630,2006-09-07
76522,47,287,2002-10-07
76522,287,47,2003-09-08
76522,47,63,2003-11-03
76523,571,343,2006-09-07
76523,343,435,2008-09-04
76523,435,343,2008-12-10
76523,343,28,2009-01-14
76529,7,668,2004-09-07
76529,668,357,2006-09-07
76529,357,620,2007-09-10
76530,339,357,2001-10-03
76532,448,520,2008-09-04
76535,43,42,2006-09-07
76542,7,437,2002-04-02
76542,437,563,2002-09-05
76542,563,235,2004-09-07
76542,235,668,2006-01-18
76542,668,357,2006-09-07
76542,357,620,2007-09-10
76542,620,152,2009-02-13
76542,152,620,2009-06-01
76542,620,97,2009-09-10
76542,97,208,2009-10-05
76547,228,490,2007-01-11
76547,490,777,2010-11-01
76549,281,365,2005-09-06
76550,357,668,2006-09-07
76550,668,357,2007-09-10
76550,357,620,2010-09-07
76550,620,180,2011-02-17
76552,429,490,2003-09-08
76565,505,81,2008-09-04
76565,81,205,2010-09-07
76566,270,235,2007-09-10
76572,391,521,2006-09-07
76578,399,257,2005-09-06
76578,257,194,2007-09-10
76578,194,431,2011-02-08
76582,505,81,2009-09-08
76583,633,309,2007-09-19
76586,197,510,2003-09-08
76586,510,542,2004-09-07
76586,542,63,2006-12-13
76586,63,510,2007-10-15
76586,510,683,2008-02-04
76586,683,681,2009-09-14
76591,549,63,2002-09-05
76592,630,303,2009-09-08
76598,575,72,2003-09-08
76598,72,63,2005-09-06
76599,630,641,2011-09-06
76601,34,350,2005-09-06
76601,350,146,2007-01-08
76606,553,45,2004-09-07
76606,45,48,2005-09-06
76606,48,207,2005-11-30
76606,207,251,2006-09-19
76606,251,257,2007-04-17
76606,257,520,2007-10-12
76606,520,408,2011-03-11
76616,147,366,2002-09-05
76616,366,398,2004-09-07
76616,398,465,2004-12-13
76616,465,102,2008-09-04
76627,393,244,2002-09-05
76628,435,316,2007-09-10
76628,316,465,2009-09-08
76630,157,259,2002-09-12
76630,259,45,2003-05-15
76630,45,286,2003-09-08
76630,286,387,2004-11-22
76630,387,366,2005-03-02
76630,366,201,2005-12-22
76630,201,343,2007-09-10
76630,343,628,2009-09-21
76630,628,666,2010-09-07
76630,666,408,2010-09-20
76630,408,823,2012-01-17
76633,357,435,2006-03-29
76633,435,357,2008-01-07
76633,357,620,2009-09-08
76633,620,490,2009-10-19
76633,490,518,2010-05-26
76635,627,595,2006-09-07
76635,595,532,2007-09-10
76635,532,553,2008-01-03
76635,553,503,2012-03-21
76637,41,376,2003-09-08
76637,376,179,2006-09-12
76637,179,63,2008-09-04
76637,63,827,2009-09-08
76639,146,207,2002-01-23
76639,207,595,2002-09-27
76639,595,596,2008-02-12
76639,596,202,2009-09-08
76639,202,793,2010-09-07
76639,793,479,2011-09-06
76643,179,139,2002-09-05
76643,139,542,2005-11-29
76643,542,139,2006-02-21
76644,188,116,2003-09-08
76645,219,366,2001-09-26
76645,366,630,2001-10-19
76645,630,305,2002-09-26
76645,305,663,2004-09-07
76645,663,116,2006-09-07
76647,69,465,2005-10-06
76647,465,116,2006-09-07
76651,209,496,2004-09-07
76652,605,496,2004-09-07
76652,496,21,2007-09-10
76657,101,28,2004-09-07
76657,28,101,2004-12-06
76657,101,437,2005-09-06
76657,437,617,2006-09-07
76657,617,398,2008-09-04
76657,398,225,2011-09-06
76658,630,605,2006-04-17
76658,605,496,2006-09-07
76661,629,496,2004-09-07
76661,496,641,2007-09-10
76667,629,496,2005-09-06
76668,24,496,2006-09-07
76668,496,641,2009-09-08
76675,652,12,2009-09-08
76676,554,15,2004-02-25
76676,15,60,2004-09-09
76676,60,15,2007-03-28
76676,15,537,2011-06-16
76681,602,537,2007-09-10
76687,255,658,2005-01-31
76687,658,520,2007-09-10
76687,520,624,2009-09-08
76687,624,162,2009-10-30
76687,162,411,2011-01-13
76692,518,255,2004-09-07
76692,255,518,2006-09-07
76692,518,214,2009-09-08
76692,214,116,2011-09-06
76695,254,172,2007-09-10
76695,172,367,2010-09-07
76697,298,70,2006-09-07
76697,70,338,2008-09-04
76700,540,15,2003-09-08
76700,15,16,2006-09-07
76700,16,208,2007-06-15
76702,70,619,2010-09-07
76706,218,593,2007-09-10
76706,593,353,2010-03-30
76706,353,585,2010-12-09
76706,585,593,2011-09-06
76707,510,408,2002-01-03
76708,598,431,2003-09-08
76709,232,257,2003-09-08
76709,257,431,2006-09-07
76710,585,335,2011-09-06
76713,238,257,2003-12-22
76713,257,431,2004-09-07
76713,431,687,2008-02-19
76715,503,241,2006-04-26
76715,241,632,2006-09-07
76718,628,527,2007-09-10
76722,391,21,2007-09-10
76723,185,224,2003-09-08
76723,224,655,2008-09-04
76724,157,628,2003-09-08
76725,353,391,2006-09-07
76725,391,21,2008-09-04
76725,21,825,2011-09-06
76726,594,184,2003-09-08
76726,184,358,2004-09-07
76726,358,205,2007-09-10
76726,205,825,2009-09-08
76728,157,628,2004-09-07
76728,628,432,2006-09-07
76728,432,628,2006-09-20
76731,405,358,2005-09-06
76733,209,391,2006-09-07
76733,391,21,2009-09-08
76735,435,358,2004-09-07
76735,358,21,2007-09-10
76736,563,663,2009-09-08
76737,300,203,2005-09-06
76737,203,777,2008-09-04
76748,2,256,2002-09-05
76759,43,255,2002-09-19
76759,255,607,2003-01-10
76759,607,149,2004-09-07
76759,149,456,2011-09-06
76779,305,542,2003-09-08
76784,43,405,2002-01-23
76784,405,358,2003-09-08
76784,358,452,2006-09-07
76784,452,155,2009-09-08
76787,366,503,2003-09-08
76787,503,542,2006-09-07
76787,542,225,2008-11-06
76787,225,208,2008-11-18
76787,208,676,2011-01-04
76787,676,855,2012-03-26
76788,594,452,2006-09-07
76792,131,641,2002-09-05
76805,565,94,2003-09-08
76805,94,100,2007-09-10
76806,438,413,2003-10-28
76806,413,563,2004-12-02
76806,563,490,2009-09-08
76806,490,509,2009-11-13
76806,509,214,2011-09-06
76806,214,503,2012-03-06
76808,513,94,2006-09-07
76808,94,100,2008-09-04
76810,203,777,2009-09-08
76812,357,632,2001-11-08
76812,632,328,2002-02-08
76812,328,357,2002-11-08
76812,357,328,2006-05-02
76812,328,563,2006-09-07
76812,563,44,2009-09-14
76814,585,48,2005-09-06
76814,48,203,2006-09-07
76814,203,48,2008-09-04
76818,602,44,2002-01-04
76818,44,408,2007-09-19
76819,283,275,2002-09-05
76819,275,202,2004-09-27
76822,500,287,2001-11-27
76822,287,272,2002-12-19
76822,272,551,2003-09-08
76822,551,25,2005-10-20
76823,543,372,2007-11-14
76823,372,41,2008-02-05
76823,41,250,2008-11-21
76823,250,353,2011-09-06
76824,277,274,2004-09-07
76824,274,510,2005-02-14
76825,253,510,2001-12-04
76828,468,431,2004-09-07
76829,438,510,2003-09-08
76832,408,63,2001-10-26
76832,63,551,2001-12-04
76832,551,510,2003-02-05
76834,255,358,2004-09-28
76834,358,205,2005-09-06
76834,205,572,2008-09-04
76837,405,358,2002-09-05
76837,358,205,2005-09-06
76838,165,205,2005-09-06
76841,413,358,2002-09-05
76841,358,205,2005-09-06
76841,205,47,2008-08-13
76841,47,389,2008-10-08
76843,387,456,2005-09-06
76843,456,367,2006-09-07
76850,518,366,2003-09-24
76850,366,357,2005-10-17
76850,357,3,2007-01-19
76850,3,255,2008-02-29
76856,259,152,2003-09-08
76856,152,411,2011-09-06
76866,286,605,2003-09-08
76868,296,391,2002-09-05
76868,391,496,2004-01-06
76868,496,641,2005-09-06
76873,250,162,2002-09-05
76873,162,641,2003-09-08
76878,0,625,2004-09-07
76880,202,47,2003-04-09
76880,47,139,2003-04-23
76880,139,453,2005-01-18
76881,372,170,2004-09-07
76884,500,180,2003-09-08
76884,180,408,2004-09-07
76884,408,559,2006-09-29
76884,559,129,2007-02-02
76884,129,572,2007-09-10
76884,572,129,2007-09-17
76886,315,366,2005-12-14
76886,366,101,2006-10-05
76886,101,637,2007-11-28
76893,583,437,2007-09-10
76893,437,57,2009-10-29
76897,214,550,2007-01-05
76897,550,560,2008-09-04
76901,174,229,2003-09-08
76901,229,174,2006-03-09
76901,174,124,2006-09-07
76901,124,619,2006-12-21
76901,619,682,2011-10-13
76902,296,669,2005-09-06
76904,174,573,2002-09-05
76904,573,619,2004-09-07
76904,619,687,2007-12-04
76904,687,635,2010-05-17
76906,565,550,2005-09-06
76908,137,669,2006-09-07
76910,537,202,2005-11-21
76914,275,477,2002-02-14
76914,477,202,2003-09-08
76917,468,183,2002-01-11
76917,183,20,2002-09-05
76917,20,272,2002-12-03
76917,272,542,2003-09-08
76917,542,202,2003-12-22
76920,366,413,2006-01-25
76920,413,93,2006-02-14
76920,93,441,2007-05-01
76920,441,563,2007-09-20
76920,563,189,2010-09-07
76920,189,146,2011-01-13
76921,43,37,2002-04-11
76921,37,255,2002-09-10
76921,255,248,2005-09-27
76921,248,203,2008-09-04
76921,203,12,2009-09-08
76922,155,202,2002-09-05
76923,46,423,2002-09-05
76923,423,46,2002-10-01
76923,46,500,2003-09-08
76923,500,257,2004-09-07
76923,257,202,2006-09-07
76932,179,537,2005-09-06
76934,534,67,2005-11-10
76935,149,271,2007-01-25
76935,271,204,2008-09-04
76935,204,25,2009-05-26
76935,25,807,2009-09-08
76938,221,67,2001-09-21
76942,372,666,2002-09-05
76945,72,468,2003-01-06
76945,468,67,2004-09-07
76945,67,47,2008-09-29
76945,47,683,2009-04-13
76946,116,67,2002-10-08
76948,594,666,2005-09-06
76948,666,687,2007-10-09
76948,687,129,2008-09-04
76948,129,687,2009-04-14
76948,687,682,2009-09-18
76951,632,338,2002-09-05
76951,338,123,2005-09-06
76952,67,675,2007-09-10
76953,281,666,2004-09-07
76954,604,272,2003-04-24
76955,207,587,2011-05-06
76958,413,196,2003-12-02
76958,196,550,2005-09-06
76958,550,59,2005-12-13
76958,59,358,2009-09-08
76958,358,205,2011-09-06
76964,593,393,2006-09-07
76964,393,155,2008-09-04
76964,155,47,2011-06-16
76964,47,844,2011-08-01
76968,0,41,2004-09-14
76969,587,549,2011-09-06
76970,0,41,2004-09-14
76972,296,69,2002-01-08
76972,69,21,2008-09-04
76973,203,456,2006-09-07
76973,456,3,2008-12-04
76974,69,503,2004-09-07
76974,503,300,2004-09-10
76974,300,69,2004-09-28
76981,183,272,2004-06-01
76981,272,559,2009-03-24
76981,559,20,2009-09-08
76983,300,509,2004-06-09
76983,509,272,2004-09-28
76983,272,496,2007-09-11
76983,496,452,2009-09-08
76986,269,62,2005-09-06
76987,45,316,2002-09-05
76987,316,465,2003-09-08
76987,465,272,2007-03-20
76987,272,510,2008-09-24
76987,510,225,2009-11-12
76987,225,208,2009-11-17
76988,448,594,2003-09-08
76988,594,272,2007-03-21
76988,272,594,2009-09-08
76988,594,47,2010-02-23
76988,47,805,2010-03-10
76988,805,801,2010-04-29
76988,801,155,2010-09-07
76988,155,25,2010-11-01
76990,202,542,2002-04-08
76990,542,287,2002-05-13
76990,287,272,2002-09-05
76990,272,542,2003-01-08
76990,542,272,2005-09-15
76994,48,202,2003-09-08
76994,202,123,2006-01-27
76994,123,682,2007-09-19
76996,521,666,2002-09-05
77003,0,154,2005-09-13
77008,248,398,2003-02-10
77008,398,221,2004-09-07
77010,431,382,2004-12-08
77015,281,666,2005-09-27
77015,666,272,2006-02-23
77015,272,551,2006-10-26
77018,509,47,2004-12-06
77025,295,69,2004-09-07
77030,157,628,2004-09-07
77030,628,527,2008-09-04
77034,0,174,2004-09-07
77039,112,123,2002-09-05
77040,353,300,2004-10-27
77040,300,548,2005-11-16
77040,548,184,2007-09-10
77040,184,358,2008-09-04
77041,548,641,2011-09-06
77042,248,67,2003-09-08
77043,525,666,2003-09-08
77046,203,47,2006-04-03
77046,47,123,2006-04-25
77047,324,619,2006-09-07
77047,619,123,2006-10-24
77051,281,272,2004-04-27
77051,272,551,2004-09-07
77051,551,666,2006-09-07
77061,611,479,2011-12-05
77064,94,100,2005-09-06
77067,128,185,2007-09-10
77067,185,224,2009-02-10
77067,224,185,2010-09-07
77071,0,554,2007-03-14
77071,554,46,2007-09-10
77074,456,503,2005-09-06
77074,503,446,2007-09-10
77075,232,399,2002-01-03
77075,399,230,2004-09-07
77075,230,657,2006-09-07
77075,657,162,2007-01-05
77076,180,162,2002-09-05
77076,162,572,2005-09-06
77078,398,574,2004-09-07
77080,2,81,2007-09-10
77082,255,292,2005-09-06
77083,152,173,2008-09-04
77088,553,197,2008-09-04
77088,197,510,2010-09-07
77090,152,655,2010-09-07
77092,490,221,2002-09-05
77092,221,116,2004-01-08
77092,116,221,2004-03-16
77097,501,221,2003-09-08
77103,295,451,2007-09-10
77104,324,295,2005-09-14
77106,534,382,2004-01-29
77108,381,305,2002-09-05
77108,305,542,2007-09-07
77108,542,123,2009-09-23
77109,57,398,2003-09-08
77109,398,123,2008-09-04
77109,123,551,2010-01-07
77109,551,262,2010-03-09
77113,435,667,2005-04-20
77113,667,179,2012-01-23
77114,152,194,2006-09-07
77114,194,367,2008-09-04
77123,599,194,2006-09-07
77125,406,194,2003-09-08
77126,296,391,2006-09-07
77126,391,686,2008-09-04
77128,628,81,2008-09-04
77131,286,135,2005-09-06
77131,135,391,2006-01-04
77131,391,21,2008-09-04
77131,21,272,2009-03-31
77131,272,509,2009-04-01
77131,509,803,2009-09-08
77132,628,666,2007-09-10
77133,405,7,2003-09-08
77133,7,294,2010-09-07
77136,42,235,2006-01-10
77136,235,28,2009-09-08
77136,28,807,2011-10-04
77136,807,25,2012-01-20
77137,393,155,2002-09-05
77137,155,47,2006-03-20
77139,474,235,2006-09-07
77140,45,456,2007-03-12
77146,637,69,2006-09-07
77147,456,387,2008-09-04
77147,387,303,2011-09-06
77148,437,513,2003-09-12
77148,513,210,2003-12-03
77148,210,196,2004-01-08
77148,196,437,2004-05-05
77148,437,429,2004-09-23
77148,429,210,2005-02-23
77148,210,436,2005-09-06
77148,436,575,2006-10-30
77148,575,245,2007-01-17
77148,245,435,2009-01-15
77148,435,490,2009-09-08
77148,490,846,2011-09-06
77148,846,803,2011-10-05
77154,575,245,2003-09-08
77154,245,422,2008-09-04
77154,422,12,2010-08-23
77154,12,170,2011-09-06
77162,186,342,2003-09-08
77162,342,303,2006-09-07
77169,2,41,2005-09-06
77169,41,2,2006-09-25
77169,2,20,2007-09-10
77169,20,666,2008-09-04
77169,666,408,2009-01-16
77170,446,637,2005-09-06
77170,637,162,2006-09-07
77172,668,620,2003-09-08
77172,620,468,2004-09-07
77172,468,431,2007-09-10
77172,431,542,2008-09-04
77172,542,173,2009-09-08
77173,15,585,2002-09-05
77173,585,541,2003-09-08
77173,541,123,2007-09-10
77178,537,155,2002-09-05
77179,649,253,2002-09-05
77179,253,155,2004-09-13
77185,500,574,2002-09-05
77185,574,202,2005-03-02
77185,202,155,2006-09-15
77187,554,537,2002-09-05
77187,537,275,2004-02-11
77189,393,425,2004-09-07
77189,425,155,2006-09-25
77189,155,683,2007-09-26
77190,250,550,2001-09-17
77190,550,663,2007-09-10
77190,663,116,2010-09-07
77191,541,123,2004-09-07
77191,123,551,2005-12-09
77191,551,619,2007-02-06
77192,545,619,2004-09-07
77193,669,116,2007-09-10
77196,237,620,2003-10-27
77196,620,490,2004-09-13
77196,490,669,2006-09-07
77196,669,116,2007-09-10
77196,116,272,2008-04-08
77196,272,411,2009-09-08
77196,411,47,2012-03-12
77199,83,34,2001-09-26
77199,34,408,2005-09-14
77200,230,550,2003-09-08
77200,550,663,2004-09-07
77200,663,162,2007-09-10
77200,162,803,2011-03-29
77201,423,408,2005-09-06
77203,373,296,2007-09-10
77205,668,620,2003-09-08
77205,620,663,2005-01-18
77205,663,116,2007-09-10
77205,116,47,2008-11-03
77205,47,97,2008-11-26
77205,97,47,2011-01-13
77209,477,425,2002-09-05
77209,425,408,2003-12-04
77210,663,67,2007-09-10
77211,34,500,2002-09-05
77211,500,408,2005-09-06
77213,542,162,2002-09-05
77213,162,453,2005-09-06
77213,453,675,2007-11-20
77214,101,152,2007-12-18
77215,585,48,2003-09-08
77215,48,123,2007-09-10
77215,123,551,2007-11-21
77215,551,123,2009-09-08
77215,123,674,2009-09-21
77216,48,123,2007-09-10
77218,366,425,2009-09-08
77219,565,625,2007-01-09
77219,625,309,2008-11-05
77219,309,625,2009-09-08
77219,625,409,2011-09-06
77219,409,281,2012-02-28
77221,641,205,2002-04-02
77221,205,641,2002-09-05
77226,548,641,2002-09-05
77227,172,641,2002-09-05
77233,65,641,2002-09-05
77237,483,57,2007-01-17
77237,57,60,2007-09-10
77237,60,580,2007-12-20
77237,580,7,2008-01-03
77238,335,446,2009-09-08
77238,446,597,2011-09-06
77239,295,532,2004-12-22
77239,532,93,2006-09-07
77239,93,611,2007-09-10
77239,611,580,2008-01-28
77239,580,663,2011-09-06
77242,542,624,2001-12-17
77245,518,399,2005-04-18
77249,61,372,2002-09-05
77249,372,186,2006-09-07
77249,186,549,2007-09-10
77249,549,63,2009-09-08
77257,448,520,2002-09-05
77257,520,663,2004-09-07
77257,663,116,2005-09-06
77258,669,116,2003-09-08
77258,116,67,2006-03-31
77258,67,116,2006-09-07
77259,139,116,2003-10-20
77267,497,302,2006-09-07
77269,435,663,2009-09-08
77271,42,339,2002-11-14
77271,339,465,2006-09-07
77271,465,435,2007-01-24
77271,435,465,2007-09-10
77271,465,574,2010-09-07
77273,353,209,2004-02-10
77273,209,257,2007-09-10
77276,521,302,2002-09-05
77287,230,292,2011-09-06
77294,423,34,2004-01-14
77294,34,350,2005-09-06
77294,350,230,2005-11-29
77297,660,382,2004-09-07
77297,382,411,2005-09-06
77299,175,303,2004-09-07
77299,303,389,2007-11-01
77307,541,123,2006-09-07
77307,123,411,2008-09-04
77308,228,112,2004-04-12
77308,112,123,2004-09-07
77310,3,534,2001-09-11
77310,534,67,2003-09-08
77313,152,343,2002-02-25
77313,343,67,2003-09-08
77314,101,563,2002-01-08
77314,563,248,2003-02-26
77314,248,343,2003-03-06
77314,343,67,2006-09-07
77314,67,208,2007-09-10
77314,208,155,2008-01-14
77317,67,479,2007-09-10
77317,479,205,2008-09-05
77319,161,393,2002-09-05
77319,393,155,2005-09-06
77320,468,431,2003-09-08
77320,431,155,2004-04-20
77321,283,518,2002-09-05
77321,518,385,2004-09-07
77321,385,155,2006-09-07
77329,353,359,2005-04-08
77331,359,391,2010-09-07
77331,391,496,2011-09-06
77336,359,59,2008-09-04
77338,466,25,2007-12-06
77338,25,509,2008-02-12
77338,509,47,2010-06-16
77338,47,205,2010-09-07
77338,205,47,2011-12-01
77340,490,221,2003-09-08
77340,221,67,2005-01-19
77342,628,666,2006-09-07
77342,666,674,2009-04-21
77344,343,67,2003-09-08
77346,343,67,2003-09-08
77347,281,666,2005-09-07
77348,628,666,2002-09-05
77348,666,47,2004-05-17
77348,47,666,2004-09-20
77351,63,510,2003-11-12
77351,510,666,2005-09-09
77353,16,67,2004-09-15
77354,248,490,2001-11-05
77354,490,611,2004-02-04
77354,611,221,2004-09-07
77354,221,208,2005-09-06
77354,208,67,2005-10-18
77356,625,281,2002-09-05
77356,281,666,2006-09-07
77361,277,281,2004-12-06
77361,281,666,2005-09-06
77364,185,186,2005-09-06
77364,186,281,2008-09-04
77364,281,666,2009-09-08
77366,534,542,2004-09-07
77366,542,641,2005-01-21
77366,641,208,2005-09-06
77366,208,624,2007-01-25
77366,624,676,2007-09-24
77366,676,635,2009-01-12
77367,217,409,2003-09-29
77367,409,176,2007-01-25
77367,176,139,2007-09-10
77367,139,25,2009-10-29
77367,25,807,2011-09-06
77370,237,236,2006-11-29
77370,236,157,2007-09-10
77370,157,43,2008-02-22
77370,43,625,2009-03-31
77371,161,34,2003-09-22
77371,34,161,2004-01-30
77371,161,236,2005-03-21
77371,236,63,2011-09-14
77374,300,162,2008-09-04
77382,437,188,2011-09-06
77383,585,83,2002-09-05
77383,83,123,2010-09-07
77385,605,496,2007-09-10
77385,496,81,2010-09-07
77389,503,131,2003-09-10
77389,131,641,2005-09-06
77392,157,152,2008-03-04
77399,372,170,2004-09-07
77399,170,425,2004-09-10
77409,103,658,2007-04-10
77409,658,520,2010-09-07
77417,190,632,2007-09-10
77421,157,271,2004-09-07
77421,271,210,2005-10-31
77421,210,518,2006-11-29
77422,154,625,2009-02-26
77425,45,154,2006-01-27
77425,154,640,2006-09-07
77425,640,154,2006-09-13
77425,154,652,2008-10-27
77444,604,525,2003-02-05
77444,525,365,2003-09-08
77444,365,272,2004-03-09
77444,272,155,2007-02-27
77447,72,408,2003-09-08
77452,565,628,2008-09-04
77456,219,366,2007-09-10
77456,366,563,2009-09-08
77456,563,490,2010-09-07
77457,157,132,2003-09-08
77457,132,387,2003-10-16
77457,387,277,2007-09-10
77459,294,219,2004-09-07
77459,219,281,2010-12-03
77459,281,666,2011-09-06
77461,565,328,2007-09-10
77461,328,565,2008-09-04
77461,565,343,2009-09-08
77461,343,423,2009-11-09
77466,563,219,2002-03-19
77467,248,67,2006-09-07
77468,235,67,2005-09-06
77468,67,97,2007-10-03
77468,97,680,2009-09-08
77470,580,281,2002-09-05
77470,281,551,2005-11-07
77470,551,47,2006-11-15
77470,47,666,2006-12-06
77472,602,537,2003-10-24
77473,513,81,2004-09-07
77476,501,81,2002-09-05
77477,358,81,2002-09-05
77483,513,81,2006-09-07
77484,637,446,2003-09-08
77484,446,45,2004-04-13
77484,45,387,2011-03-14
77487,7,180,2003-09-08
77487,180,574,2007-09-10
77488,573,81,2005-09-06
77493,300,686,2010-09-07
77496,83,295,2009-11-18
77496,295,83,2010-09-07
77496,83,176,2011-09-06
77497,300,254,2010-09-07
77510,157,628,2007-09-10
77510,628,666,2011-09-06
77518,668,620,2002-09-17
77518,620,19,2006-09-07
77518,19,97,2006-12-04
77518,97,826,2010-02-19
77533,393,155,2003-09-26
77534,431,47,2004-06-09
77534,47,155,2004-09-13
77538,20,155,2002-09-11
77539,554,491,2003-01-07
