olon	olat	dlon	dlat	year	students	oattainment	dattainment	studentsup	studentsdown	studentsame
-75.18259	39.922262	-75.15803	39.919812	2010	76	-36	-40	33	43	0
-75.18259	39.922262	-75.15803	39.919812	2011	23	-21	-46	8	15	0
-75.18259	39.922262	-75.15803	39.919812	2012	2	-38	-67	0	2	0
-75.18259	39.922262	-75.16977	39.995412	2006	1	-179	-170	0	1	0
-75.18259	39.922262	-75.16977	39.995412	2007	3	-21	-60	1	2	0
-75.18259	39.922262	-75.16977	39.995412	2008	2	-22	-43	1	1	0
-75.18259	39.922262	-75.16977	39.995412	2009	11	-53	-38	2	8	1
-75.18259	39.922262	-75.16977	39.995412	2010	13	-33	-27	7	6	0
-75.18259	39.922262	-75.16977	39.995412	2011	5	-45	-79	0	5	0
-75.18259	39.922262	-75.17203	40.034111	2007	1	-58	2	1	0	0
-75.18259	39.922262	-75.17203	40.034111	2009	6	-82	-60	3	3	0
-75.18259	39.922262	-75.17203	40.034111	2010	7	-20	-38	1	6	0
-75.18259	39.922262	-75.17203	40.034111	2011	3	-13	-44	2	1	0
-75.18259	39.922262	-75.17222	39.968262	2007	1	75	140	0	1	0
-75.18259	39.922262	-75.17222	39.968262	2008	1	43	43	1	0	0
-75.18259	39.922262	-75.17222	39.968262	2009	7	72	65	1	6	0
-75.18259	39.922262	-75.17222	39.968262	2010	14	-11	-23	6	8	0
-75.18259	39.922262	-75.17222	39.968262	2011	18	-21	-1	9	9	0
-75.18259	39.922262	-75.17222	39.968262	2012	1	-103	-46	1	0	0
-75.18259	39.922262	-75.17406	39.952162	2007	2	75	94	2	0	0
-75.18259	39.922262	-75.17406	39.952162	2009	7	6	50	4	3	0
-75.18259	39.922262	-75.17406	39.952162	2010	4	109	43	1	3	0
-75.18259	39.922262	-75.17406	39.952162	2011	2	91	20	0	2	0
-75.18259	39.922262	-75.18067	39.938512	2003	1	-179	-177	0	1	0
-75.18259	39.922262	-75.18067	39.938512	2006	8	-132	-27	5	3	0
-75.18259	39.922262	-75.18067	39.938512	2007	75	-12	-41	20	55	0
-75.18259	39.922262	-75.18067	39.938512	2009	11	-28	-33	6	5	0
-75.18259	39.922262	-75.18067	39.938512	2010	18	-2	-42	4	14	0
-75.18259	39.922262	-75.18067	39.938512	2011	24	-28	-1	12	12	0
-75.18259	39.922262	-75.18067	39.938512	2012	3	-14	106	2	1	0
-75.18259	39.922262	-75.18259	39.922262	2006	2	-101	1	2	0	0
-75.18259	39.922262	-75.18259	39.922262	2007	69	22	-22	11	58	0
-75.18259	39.922262	-75.18259	39.922262	2008	59	-46	-69	37	21	1
-75.18259	39.922262	-75.18259	39.922262	2009	188	-43	-31	97	91	0
-75.18259	39.922262	-75.18259	39.922262	2010	122	-36	-29	40	82	0
-75.18259	39.922262	-75.18259	39.922262	2011	30	26	16	13	17	0
-75.18259	39.922262	-75.18259	39.922262	2012	2	-114	-132	0	2	0
-75.18259	39.922262	-75.18858	40.053511	2006	1	-44	-58	1	0	0
-75.18259	39.922262	-75.18858	40.053511	2010	1	1	91	1	0	0
-75.18259	39.922262	-75.19957	39.961612	2007	3	-136	-14	3	0	0
-75.18259	39.922262	-75.19957	39.961612	2008	8	-136	-117	3	5	0
-75.18259	39.922262	-75.19957	39.961612	2009	6	-29	-30	1	5	0
-75.18259	39.922262	-75.19957	39.961612	2010	10	-72	-49	4	6	0
-75.18259	39.922262	-75.19957	39.961612	2011	12	-69	-50	4	8	0
-75.18259	39.922262	-75.19957	39.961612	2012	2	-9	-44	1	1	0
-75.18259	39.922262	-75.22104	40.038944	2009	4	4	34	2	2	0
-75.18259	39.922262	-75.22104	40.038944	2010	3	45	46	2	1	0
-75.18259	39.922262	-75.22104	40.038944	2011	2	91	89	0	2	0
-75.18259	39.922262	-75.22486	39.981112	2007	2	-120	-24	1	1	0
-75.18259	39.922262	-75.22486	39.981112	2008	1	0	43	1	0	0
-75.18259	39.922262	-75.22486	39.981112	2009	14	-41	-46	6	8	0
-75.18259	39.922262	-75.22486	39.981112	2010	3	-27	14	3	0	0
-75.18259	39.922262	-75.22486	39.981112	2011	5	-67	-92	2	3	0
-75.18259	39.922262	-75.22718	39.944162	2006	1	-110	-56	1	0	0
-75.18259	39.922262	-75.22718	39.944162	2007	4	6	9	2	2	0
-75.18259	39.922262	-75.22718	39.944162	2008	2	66	-47	0	2	0
-75.18259	39.922262	-75.22718	39.944162	2009	11	-89	-58	7	4	0
-75.18259	39.922262	-75.22718	39.944162	2010	7	8	18	2	5	0
-75.18259	39.922262	-75.22718	39.944162	2011	9	-20	-11	4	5	0
-75.18259	39.922262	-75.23003	39.961812	2006	5	-96	-34	3	2	0
-75.18259	39.922262	-75.23003	39.961812	2007	4	-113	-78	2	2	0
-75.18259	39.922262	-75.23003	39.961812	2008	2	-43	-43	2	0	0
-75.18259	39.922262	-75.23003	39.961812	2009	8	-33	-52	5	3	0
-75.18259	39.922262	-75.23003	39.961812	2010	4	6	11	2	2	0
-75.18259	39.922262	-75.23003	39.961812	2011	12	8	-22	5	7	0
-75.18259	39.922262	-75.23003	39.961812	2012	1	2	-92	0	1	0
-75.18259	39.922262	-75.23221	39.898985	2007	3	-13	-45	0	3	0
-75.18259	39.922262	-75.23221	39.898985	2008	4	39	44	3	1	0
-75.18259	39.922262	-75.23221	39.898985	2009	11	-39	-41	4	7	0
-75.18259	39.922262	-75.23221	39.898985	2010	8	0	-16	4	4	0
-75.18259	39.922262	-75.23221	39.898985	2011	11	-26	-3	6	5	0
-75.18259	39.922262	-75.23453	39.922612	2007	1	-61	88	1	0	0
-75.18259	39.922262	-75.23453	39.922612	2008	4	-107	-87	2	2	0
-75.18259	39.922262	-75.23453	39.922612	2009	11	-69	-45	6	5	0
-75.18259	39.922262	-75.23453	39.922612	2010	2	-66	-84	0	2	0
-75.18259	39.922262	-75.23453	39.922612	2011	12	-65	-29	7	5	0
-75.18259	39.922262	-75.23453	39.922612	2012	1	-124	-131	1	0	0
-75.18259	39.922262	-75.25256	39.975929	2010	1	100	92	1	0	0
-75.18259	39.922262	-75.25256	39.975929	2012	1	-43	50	1	0	0
-75.18858	40.053511	-75.0154	40.117413	2008	1	130	130	1	0	0
-75.18858	40.053511	-75.0154	40.117413	2009	1	89	44	0	1	0
-75.18858	40.053511	-75.0154	40.117413	2010	1	58	-130	0	1	0
-75.18858	40.053511	-75.0154	40.117413	2011	3	72	87	2	1	0
-75.18858	40.053511	-75.1447	40.035778	2006	1	93	-56	0	1	0
-75.18858	40.053511	-75.1447	40.035778	2007	2	-60	2	2	0	0
-75.18858	40.053511	-75.1447	40.035778	2008	14	122	121	13	1	0
-75.18858	40.053511	-75.1447	40.035778	2009	40	63	95	12	28	0
-75.18858	40.053511	-75.1447	40.035778	2010	49	78	78	12	37	0
-75.18858	40.053511	-75.1447	40.035778	2011	8	120	103	1	7	0
-75.18858	40.053511	-75.1745	39.981062	2006	2	93	-67	0	2	0
-75.18858	40.053511	-75.1745	39.981062	2007	2	-61	-112	1	1	0
-75.18858	40.053511	-75.1745	39.981062	2008	16	46	45	7	9	0
-75.18858	40.053511	-75.1745	39.981062	2009	14	27	53	6	8	0
-75.18858	40.053511	-75.1745	39.981062	2010	20	78	67	5	15	0
-75.18858	40.053511	-75.1745	39.981062	2011	9	35	73	4	5	0
-75.18858	40.053511	-75.1839	40.011562	2006	1	-47	-168	0	1	0
-75.18858	40.053511	-75.1839	40.011562	2008	1	-130	-130	1	0	0
-75.18858	40.053511	-75.1839	40.011562	2009	8	-76	-39	3	5	0
-75.18858	40.053511	-75.1839	40.011562	2010	10	-18	-8	6	4	0
-75.18858	40.053511	-75.1839	40.011562	2011	4	11	-45	0	4	0
-75.18858	40.053511	-75.1839	40.011562	2012	1	-2	1	1	0	0
-75.18858	40.053511	-74.97719	40.09146	2007	2	63	0	0	2	0
-75.18858	40.053511	-74.97719	40.09146	2009	1	45	-46	0	1	0
-75.18858	40.053511	-74.97719	40.09146	2011	3	-1	-47	2	1	0
-75.18858	40.053511	-75.00155	40.064257	2007	1	69	45	0	1	0
-75.18858	40.053511	-75.00155	40.064257	2009	1	-37	-135	0	1	0
-75.18858	40.053511	-75.00155	40.064257	2010	1	58	-87	0	1	0
-75.18858	40.053511	-75.02644	40.041111	2009	2	-26	-89	1	1	0
-75.18858	40.053511	-75.02644	40.041111	2010	1	58	-130	0	1	0
-75.18858	40.053511	-75.02644	40.041111	2011	1	91	143	0	1	0
-75.18858	40.053511	-75.04118	40.09261	2007	2	72	-68	0	2	0
-75.18858	40.053511	-75.04118	40.09261	2011	1	-46	-96	1	0	0
-75.18858	40.053511	-75.04837	40.059611	2007	1	-58	-89	1	0	0
-75.18858	40.053511	-75.04837	40.059611	2008	1	69	45	0	1	0
-75.18858	40.053511	-75.04837	40.059611	2009	1	50	-45	0	1	0
-75.18858	40.053511	-75.04966	40.023611	2007	2	63	67	1	1	0
-75.18858	40.053511	-75.04966	40.023611	2010	3	12	16	0	3	0
-75.18858	40.053511	-75.06658	40.037711	2007	1	75	-51	0	1	0
-75.18858	40.053511	-75.06658	40.037711	2009	5	-38	27	3	1	1
-75.18858	40.053511	-75.08018	40.057661	2006	4	-102	-28	3	1	0
-75.18858	40.053511	-75.08018	40.057661	2007	1	75	-96	0	1	0
-75.18858	40.053511	-75.08018	40.057661	2008	4	1	-1	2	2	0
-75.18858	40.053511	-75.08018	40.057661	2009	15	-1	-6	8	7	0
-75.18858	40.053511	-75.08018	40.057661	2010	9	27	24	2	7	0
-75.18858	40.053511	-75.08018	40.057661	2011	4	49	45	2	2	0
-75.18858	40.053511	-75.08018	40.057661	2012	1	-2	90	1	0	0
-75.18858	40.053511	-75.08769	40.017362	2006	2	-21	58	2	0	0
-75.18858	40.053511	-75.08769	40.017362	2007	3	-74	-105	1	2	0
-75.18858	40.053511	-75.08769	40.017362	2008	3	-44	-101	0	2	1
-75.18858	40.053511	-75.08769	40.017362	2009	9	-45	-85	2	7	0
-75.18858	40.053511	-75.08769	40.017362	2010	5	-15	-52	0	5	0
-75.18858	40.053511	-75.08769	40.017362	2011	6	30	68	5	1	0
-75.18858	40.053511	-75.11116	39.991712	2006	3	44	58	3	0	0
-75.18858	40.053511	-75.11116	39.991712	2007	3	70	80	0	3	0
-75.18858	40.053511	-75.11116	39.991712	2008	1	43	43	1	0	0
-75.18858	40.053511	-75.11116	39.991712	2009	4	9	0	3	1	0
-75.18858	40.053511	-75.11116	39.991712	2010	5	37	81	2	3	0
-75.18858	40.053511	-75.11116	39.991712	2011	3	108	29	1	2	0
-75.18858	40.053511	-75.12118	40.033944	2006	2	-8	58	2	0	0
-75.18858	40.053511	-75.12118	40.033944	2007	10	54	12	1	9	0
-75.18858	40.053511	-75.12118	40.033944	2008	3	-37	-43	0	3	0
-75.18858	40.053511	-75.12118	40.033944	2009	9	9	-35	2	7	0
-75.18858	40.053511	-75.12118	40.033944	2010	11	10	21	4	7	0
-75.18858	40.053511	-75.12118	40.033944	2011	6	38	83	4	2	0
-75.18858	40.053511	-75.12565	39.978162	2006	2	-150	1	2	0	0
-75.18858	40.053511	-75.12565	39.978162	2008	1	-43	-43	1	0	0
-75.18858	40.053511	-75.12565	39.978162	2009	2	57	-1	0	2	0
-75.18858	40.053511	-75.12565	39.978162	2010	1	58	-130	0	1	0
-75.18858	40.053511	-75.13793	40.055411	2007	1	75	-2	0	1	0
-75.18858	40.053511	-75.13793	40.055411	2009	4	-45	-1	3	1	0
-75.18858	40.053511	-75.13793	40.055411	2010	6	31	23	3	3	0
-75.18858	40.053511	-75.14054	39.992862	2007	1	60	-43	0	1	0
-75.18858	40.053511	-75.14054	39.992862	2008	1	63	-89	0	1	0
-75.18858	40.053511	-75.14054	39.992862	2011	1	-92	-143	0	1	0
-75.18858	40.053511	-75.14336	39.977662	2009	1	-46	0	0	1	0
-75.18858	40.053511	-75.14503	40.012212	2007	3	26	-61	1	2	0
-75.18858	40.053511	-75.14503	40.012212	2008	1	-63	-89	1	0	0
-75.18858	40.053511	-75.14503	40.012212	2009	9	-12	-1	6	3	0
-75.18858	40.053511	-75.14503	40.012212	2010	4	-43	-89	1	3	0
-75.18858	40.053511	-75.14503	40.012212	2011	3	-50	32	3	0	0
-75.18858	40.053511	-75.14589	39.951062	2008	1	0	-43	1	0	0
-75.18858	40.053511	-75.14589	39.951062	2009	1	-107	-46	1	0	0
-75.18858	40.053511	-75.14589	39.951062	2010	2	68	88	1	1	0
-75.18858	40.053511	-75.14764	39.964012	2008	3	87	72	2	1	0
-75.18858	40.053511	-75.14764	39.964012	2009	5	-49	1	3	2	0
-75.18858	40.053511	-75.14764	39.964012	2010	9	67	93	2	7	0
-75.18858	40.053511	-75.15409	39.936562	2008	4	108	87	2	2	0
-75.18858	40.053511	-75.15409	39.936562	2009	6	68	44	2	4	0
-75.18858	40.053511	-75.15409	39.936562	2010	13	95	88	6	7	0
-75.18858	40.053511	-75.15409	39.936562	2011	1	85	131	0	1	0
-75.18858	40.053511	-75.15654	40.055861	2006	3	1	-56	1	2	0
-75.18858	40.053511	-75.15654	40.055861	2007	10	18	8	5	5	0
-75.18858	40.053511	-75.15654	40.055861	2008	9	-31	-35	5	4	0
-75.18858	40.053511	-75.15654	40.055861	2009	21	-24	-28	10	11	0
-75.18858	40.053511	-75.15654	40.055861	2010	21	19	36	11	10	0
-75.18858	40.053511	-75.15654	40.055861	2011	15	59	46	8	7	0
-75.18858	40.053511	-75.15654	40.055861	2012	3	31	76	2	1	0
-75.18858	40.053511	-75.15803	39.919812	2008	1	43	43	1	0	0
-75.18858	40.053511	-75.15803	39.919812	2009	2	-69	-25	2	0	0
-75.18858	40.053511	-75.15803	39.919812	2010	5	-58	-17	2	3	0
-75.18858	40.053511	-75.15803	39.919812	2011	2	21	88	1	1	0
-75.18858	40.053511	-75.16977	39.995412	2007	1	-193	-137	0	1	0
-75.18858	40.053511	-75.16977	39.995412	2008	2	-54	-87	0	1	1
-75.18858	40.053511	-75.16977	39.995412	2009	11	-48	-62	6	5	0
-75.18858	40.053511	-75.16977	39.995412	2010	7	-66	-19	5	2	0
-75.18858	40.053511	-75.16977	39.995412	2011	2	-23	21	1	1	0
-75.18858	40.053511	-75.16977	39.995412	2012	1	132	131	0	1	0
-75.18858	40.053511	-75.17106	40.07226	2006	3	13	58	3	0	0
-75.18858	40.053511	-75.17106	40.07226	2007	4	1	-56	2	2	0
-75.18858	40.053511	-75.17106	40.07226	2008	4	-76	-67	3	1	0
-75.18858	40.053511	-75.17106	40.07226	2009	18	-56	-37	7	11	0
-75.18858	40.053511	-75.17106	40.07226	2010	18	-2	5	10	8	0
-75.18858	40.053511	-75.17106	40.07226	2011	8	17	50	6	2	0
-75.18858	40.053511	-75.17203	40.034111	2006	31	17	-15	22	9	0
-75.18858	40.053511	-75.17203	40.034111	2007	56	0	-40	10	46	0
-75.18858	40.053511	-75.17203	40.034111	2008	39	-36	-35	23	16	0
-75.18858	40.053511	-75.17203	40.034111	2009	124	-28	-5	65	59	0
-75.18858	40.053511	-75.17203	40.034111	2010	98	-18	-22	29	69	0
-75.18858	40.053511	-75.17203	40.034111	2011	50	-13	19	26	24	0
-75.18858	40.053511	-75.17203	40.034111	2012	1	-132	-1	0	1	0
-75.18858	40.053511	-75.17222	39.968262	2007	3	70	108	0	3	0
-75.18858	40.053511	-75.17222	39.968262	2008	1	-13	89	1	0	0
-75.18858	40.053511	-75.17222	39.968262	2009	14	106	99	10	4	0
-75.18858	40.053511	-75.17222	39.968262	2010	11	116	92	4	7	0
-75.18858	40.053511	-75.17222	39.968262	2011	8	147	122	4	4	0
-75.18858	40.053511	-75.17406	39.952162	2008	2	-22	-43	1	1	0
-75.18858	40.053511	-75.17406	39.952162	2009	3	10	44	0	3	0
-75.18858	40.053511	-75.17406	39.952162	2010	6	67	73	3	3	0
-75.18858	40.053511	-75.17406	39.952162	2011	1	132	131	0	1	0
-75.18858	40.053511	-75.18067	39.938512	2010	2	-36	-136	0	2	0
-75.18858	40.053511	-75.18067	39.938512	2012	1	91	45	0	1	0
-75.18858	40.053511	-75.18259	39.922262	2008	1	87	43	0	1	0
-75.18858	40.053511	-75.18259	39.922262	2009	6	74	92	4	2	0
-75.18858	40.053511	-75.18259	39.922262	2010	1	50	-136	0	1	0
-75.18858	40.053511	-75.18259	39.922262	2011	2	102	69	1	1	0
-75.18858	40.053511	-75.18858	40.053511	2006	6	-5	-74	3	3	0
-75.18858	40.053511	-75.18858	40.053511	2007	5	15	17	4	1	0
-75.18858	40.053511	-75.18858	40.053511	2008	5	61	61	3	2	0
-75.18858	40.053511	-75.18858	40.053511	2009	21	-30	-15	12	9	0
-75.18858	40.053511	-75.18858	40.053511	2010	14	48	25	5	9	0
-75.18858	40.053511	-75.18858	40.053511	2011	9	27	28	3	6	0
-75.18858	40.053511	-75.19957	39.961612	2007	2	-51	-21	1	1	0
-75.18858	40.053511	-75.19957	39.961612	2009	2	68	-23	0	2	0
-75.18858	40.053511	-75.19957	39.961612	2010	2	-135	-134	0	2	0
-75.18858	40.053511	-75.19957	39.961612	2011	2	88	65	1	1	0
-75.18858	40.053511	-75.20772	40.07236	2006	1	13	58	1	0	0
-75.18858	40.053511	-75.20772	40.07236	2007	2	75	116	1	1	0
-75.18858	40.053511	-75.20772	40.07236	2009	4	35	68	2	2	0
-75.18858	40.053511	-75.20772	40.07236	2010	1	-1	91	1	0	0
-75.18858	40.053511	-75.20772	40.07236	2011	1	-2	88	1	0	0
-75.18858	40.053511	-75.20772	40.07236	2012	2	-114	-48	1	1	0
-75.18858	40.053511	-75.22104	40.038944	2006	4	67	29	2	2	0
-75.18858	40.053511	-75.22104	40.038944	2007	2	69	2	0	2	0
-75.18858	40.053511	-75.22104	40.038944	2008	22	28	20	13	8	1
-75.18858	40.053511	-75.22104	40.038944	2009	55	18	34	27	28	0
-75.18858	40.053511	-75.22104	40.038944	2010	54	34	42	23	31	0
-75.18858	40.053511	-75.22104	40.038944	2011	22	76	74	6	16	0
-75.18858	40.053511	-75.22104	40.038944	2012	1	-134	-86	1	0	0
-75.18858	40.053511	-75.22486	39.981112	2007	5	11	-22	1	4	0
-75.18858	40.053511	-75.22486	39.981112	2008	1	-87	-43	0	1	0
-75.18858	40.053511	-75.22486	39.981112	2009	5	-63	-97	2	3	0
-75.18858	40.053511	-75.22486	39.981112	2010	2	23	65	1	1	0
-75.18858	40.053511	-75.22718	39.944162	2007	4	-62	-93	2	2	0
-75.18858	40.053511	-75.22718	39.944162	2009	3	41	-17	1	2	0
-75.18858	40.053511	-75.22718	39.944162	2010	1	92	46	0	1	0
-75.18858	40.053511	-75.22718	39.944162	2011	1	-92	-96	1	0	0
-75.18858	40.053511	-75.22718	39.944162	2012	3	-97	-59	1	2	0
-75.18858	40.053511	-75.23003	39.961812	2006	1	-80	-168	0	1	0
-75.18858	40.053511	-75.23003	39.961812	2008	4	-10	-103	1	3	0
-75.18858	40.053511	-75.23003	39.961812	2009	6	-25	-23	3	3	0
-75.18858	40.053511	-75.23003	39.961812	2010	2	44	89	1	1	0
-75.18858	40.053511	-75.23003	39.961812	2011	1	-92	-48	0	1	0
-75.18858	40.053511	-75.23221	39.898985	2007	1	60	136	0	1	0
-75.18858	40.053511	-75.23221	39.898985	2008	5	-43	-9	4	0	1
-75.18858	40.053511	-75.23221	39.898985	2009	2	22	44	1	1	0
-75.18858	40.053511	-75.23221	39.898985	2010	1	-58	-130	0	1	0
-75.18858	40.053511	-75.23221	39.898985	2011	1	132	131	0	1	0
-75.18858	40.053511	-75.23453	39.922612	2009	1	-43	-43	1	0	0
-75.18858	40.053511	-75.23453	39.922612	2010	1	-98	-46	0	1	0
-75.18858	40.053511	-75.23453	39.922612	2011	1	50	46	0	1	0
-75.18858	40.053511	-75.25256	39.975929	2007	1	63	-2	0	1	0
-75.19957	39.961612	-75.1447	40.035778	2008	11	122	130	9	2	0
-75.19957	39.961612	-75.1447	40.035778	2009	22	57	74	4	18	0
-75.19957	39.961612	-75.1447	40.035778	2010	35	96	119	6	29	0
-75.19957	39.961612	-75.1447	40.035778	2011	9	117	127	1	8	0
-75.19957	39.961612	-75.1447	40.035778	2012	1	-137	-143	1	0	0
-75.19957	39.961612	-75.1745	39.981062	2006	2	-143	59	2	0	0
-75.19957	39.961612	-75.1745	39.981062	2007	6	-17	-7	0	6	0
-75.19957	39.961612	-75.1745	39.981062	2008	5	10	26	3	2	0
-75.19957	39.961612	-75.1745	39.981062	2009	12	-43	-31	8	4	0
-75.19957	39.961612	-75.1745	39.981062	2010	13	13	1	5	8	0
-75.19957	39.961612	-75.1745	39.981062	2011	7	-44	-37	4	3	0
-75.19957	39.961612	-75.1839	40.011562	2008	5	-17	-26	4	1	0
-75.19957	39.961612	-75.1839	40.011562	2009	5	-102	-91	3	2	0
-75.19957	39.961612	-75.1839	40.011562	2010	4	15	-75	1	3	0
-75.19957	39.961612	-75.1839	40.011562	2011	6	-36	-60	2	4	0
-75.19957	39.961612	-75.1839	40.011562	2012	1	-132	-128	0	1	0
-75.19957	39.961612	-74.97719	40.09146	2008	1	69	2	0	1	0
-75.19957	39.961612	-74.97719	40.09146	2010	1	46	132	0	1	0
-75.19957	39.961612	-75.00155	40.064257	2009	2	-114	-66	1	1	0
-75.19957	39.961612	-75.02644	40.041111	2008	3	-58	-72	1	2	0
-75.19957	39.961612	-75.02644	40.041111	2009	4	-125	-88	2	2	0
-75.19957	39.961612	-75.02644	40.041111	2010	6	-97	-103	0	6	0
-75.19957	39.961612	-75.02644	40.041111	2011	7	-79	-109	2	5	0
-75.19957	39.961612	-75.04118	40.09261	2007	1	-60	130	1	0	0
-75.19957	39.961612	-75.04837	40.059611	2008	1	58	130	0	1	0
-75.19957	39.961612	-75.04837	40.059611	2009	2	15	1	1	1	0
-75.19957	39.961612	-75.04837	40.059611	2011	1	-134	-135	1	0	0
-75.19957	39.961612	-75.04966	40.023611	2011	2	0	24	2	0	0
-75.19957	39.961612	-75.06658	40.037711	2007	1	-184	-135	0	1	0
-75.19957	39.961612	-75.06658	40.037711	2010	2	-53	-46	1	1	0
-75.19957	39.961612	-75.06658	40.037711	2011	1	54	92	1	0	0
-75.19957	39.961612	-75.08018	40.057661	2009	2	-122	-96	0	2	0
-75.19957	39.961612	-75.08018	40.057661	2010	1	-1	-46	1	0	0
-75.19957	39.961612	-75.08018	40.057661	2011	1	51	0	0	1	0
-75.19957	39.961612	-75.08769	40.017362	2006	1	-116	58	1	0	0
-75.19957	39.961612	-75.08769	40.017362	2007	5	-26	-69	2	3	0
-75.19957	39.961612	-75.08769	40.017362	2009	4	48	45	2	2	0
-75.19957	39.961612	-75.08769	40.017362	2010	2	-115	-87	1	1	0
-75.19957	39.961612	-75.08769	40.017362	2011	7	41	26	4	3	0
-75.19957	39.961612	-75.11116	39.991712	2006	1	-101	-168	1	0	0
-75.19957	39.961612	-75.11116	39.991712	2007	3	73	-29	0	3	0
-75.19957	39.961612	-75.11116	39.991712	2008	5	-56	-70	2	3	0
-75.19957	39.961612	-75.11116	39.991712	2009	12	-24	-27	5	7	0
-75.19957	39.961612	-75.11116	39.991712	2010	7	-60	-75	1	6	0
-75.19957	39.961612	-75.11116	39.991712	2011	5	2	-9	1	4	0
-75.19957	39.961612	-75.12118	40.033944	2006	5	-82	-34	3	2	0
-75.19957	39.961612	-75.12118	40.033944	2007	3	-58	-59	1	2	0
-75.19957	39.961612	-75.12118	40.033944	2008	2	-22	-43	1	1	0
-75.19957	39.961612	-75.12118	40.033944	2009	5	-72	0	3	2	0
-75.19957	39.961612	-75.12118	40.033944	2010	5	-79	-53	2	3	0
-75.19957	39.961612	-75.12118	40.033944	2011	1	51	0	0	1	0
-75.19957	39.961612	-75.12118	40.033944	2012	3	66	108	2	1	0
-75.19957	39.961612	-75.12565	39.978162	2009	2	-89	-135	1	1	0
-75.19957	39.961612	-75.12565	39.978162	2010	2	-38	-44	0	2	0
-75.19957	39.961612	-75.12565	39.978162	2011	2	-88	-65	1	1	0
-75.19957	39.961612	-75.13793	40.055411	2006	2	-88	-112	2	0	0
-75.19957	39.961612	-75.13793	40.055411	2009	3	-11	61	2	1	0
-75.19957	39.961612	-75.13793	40.055411	2010	1	100	91	1	0	0
-75.19957	39.961612	-75.13793	40.055411	2011	1	46	-50	0	1	0
-75.19957	39.961612	-75.14054	39.992862	2007	3	-25	-53	1	2	0
-75.19957	39.961612	-75.14054	39.992862	2008	4	-21	-34	1	3	0
-75.19957	39.961612	-75.14054	39.992862	2010	1	-136	-139	1	0	0
-75.19957	39.961612	-75.14054	39.992862	2011	2	-68	-137	2	0	0
-75.19957	39.961612	-75.14336	39.977662	2006	1	-64	-168	0	1	0
-75.19957	39.961612	-75.14336	39.977662	2007	2	-137	-41	1	1	0
-75.19957	39.961612	-75.14336	39.977662	2008	4	17	22	3	1	0
-75.19957	39.961612	-75.14336	39.977662	2009	8	-35	10	2	6	0
-75.19957	39.961612	-75.14336	39.977662	2010	5	73	27	0	5	0
-75.19957	39.961612	-75.14336	39.977662	2011	1	44	88	1	0	0
-75.19957	39.961612	-75.14503	40.012212	2006	1	-91	-169	0	1	0
-75.19957	39.961612	-75.14503	40.012212	2007	2	-44	-15	2	0	0
-75.19957	39.961612	-75.14503	40.012212	2008	1	-87	-43	0	1	0
-75.19957	39.961612	-75.14503	40.012212	2009	9	-89	-85	7	2	0
-75.19957	39.961612	-75.14503	40.012212	2010	6	-23	-59	1	5	0
-75.19957	39.961612	-75.14503	40.012212	2011	5	-45	-135	1	4	0
-75.19957	39.961612	-75.14589	39.951062	2009	5	1	-1	1	4	0
-75.19957	39.961612	-75.14589	39.951062	2010	1	2	-40	0	1	0
-75.19957	39.961612	-75.14589	39.951062	2011	1	44	88	1	0	0
-75.19957	39.961612	-75.14589	39.951062	2012	1	-49	-1	0	1	0
-75.19957	39.961612	-75.14764	39.964012	2007	1	-57	0	0	1	0
-75.19957	39.961612	-75.14764	39.964012	2008	1	43	43	1	0	0
-75.19957	39.961612	-75.14764	39.964012	2009	8	12	16	3	5	0
-75.19957	39.961612	-75.14764	39.964012	2010	8	62	67	3	5	0
-75.19957	39.961612	-75.14764	39.964012	2011	8	59	48	2	6	0
-75.19957	39.961612	-75.15409	39.936562	2006	1	28	58	1	0	0
-75.19957	39.961612	-75.15409	39.936562	2007	1	75	47	0	1	0
-75.19957	39.961612	-75.15409	39.936562	2008	5	95	61	1	4	0
-75.19957	39.961612	-75.15409	39.936562	2009	6	64	103	3	3	0
-75.19957	39.961612	-75.15409	39.936562	2010	10	43	39	4	6	0
-75.19957	39.961612	-75.15409	39.936562	2011	12	46	77	3	9	0
-75.19957	39.961612	-75.15654	40.055861	2006	2	-89	58	2	0	0
-75.19957	39.961612	-75.15654	40.055861	2007	1	75	-96	0	1	0
-75.19957	39.961612	-75.15654	40.055861	2009	4	4	13	2	2	0
-75.19957	39.961612	-75.15654	40.055861	2011	3	8	13	0	3	0
-75.19957	39.961612	-75.15803	39.919812	2008	9	-67	-63	8	0	1
-75.19957	39.961612	-75.15803	39.919812	2009	13	-67	-17	6	7	0
-75.19957	39.961612	-75.15803	39.919812	2010	8	-47	-32	2	6	0
-75.19957	39.961612	-75.15803	39.919812	2011	9	-11	-54	5	4	0
-75.19957	39.961612	-75.15803	39.919812	2012	2	-84	-130	1	1	0
-75.19957	39.961612	-75.15853	39.952112	2003	1	-103	-75	1	0	0
-75.19957	39.961612	-75.16977	39.995412	2003	1	-74	-89	1	0	0
-75.19957	39.961612	-75.16977	39.995412	2008	2	34	-46	1	1	0
-75.19957	39.961612	-75.16977	39.995412	2009	14	-45	-53	10	4	0
-75.19957	39.961612	-75.16977	39.995412	2010	12	-84	-45	7	5	0
-75.19957	39.961612	-75.16977	39.995412	2011	8	7	-30	2	6	0
